# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (km),Position North of launch (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.0302,2.0332,307.2,-26.103,307.36,26.115,0.056147,0.002016,0.056183,2.0563,9.9799,0.80774,43.796,-120.65,9.7946,0.018973,0.048116,8.499e-4,6.4789e-4,26.285,0,48.329,0.092906,2.7444,2.2873,3.2716,0.94058,55548964,0,429.11,0.68045,0.68045,0.34115,0.10429,0.23501,0.0039806,0.013067,3.7337e-4,0,-6.0331e-5,0.017441,0.017502,3.5198e-6,0.032336,0.1397,0.015328,87.581,1.3715,NaN,-7.2506,664.32,326.91,0.01,0.81469
8.0402,2.0362,306.94,-26.069,307.1,26.08,0.056247,0.0020196,0.056283,2.0564,9.972,0.76769,43.796,-120.65,9.7946,0.012924,0.048025,6.2809e-4,8.927e-4,26.285,0,48.329,0.092906,2.7445,2.2873,3.2728,0.93981,55486753,0,428.18,0.68035,0.68035,0.34129,0.10424,0.23482,0.0027104,0.0084546,3.1136e-4,0,-6.0292e-5,0.017431,0.017491,1.9256e-6,0.032308,0.1397,0.015328,87.577,1.3555,NaN,-7.2705,664.05,326.89,0.01,0.81545
8.0502,2.0393,306.68,-26.035,306.84,26.046,0.056346,0.0020231,0.056383,2.0564,9.9645,0.72901,43.796,-120.65,9.7946,0.0099443,0.047935,-2.2239e-6,0.0010986,26.285,0,48.329,0.092906,2.7446,2.2873,3.2732,0.93904,55424649,0,427.26,0.68026,0.68026,0.34144,0.10419,0.23463,0.0020849,0.0071746,1.1786e-4,0,-6.0226e-5,0.017421,0.017481,0,0.032281,0.1397,0.015328,87.573,1.3414,NaN,-7.2905,663.78,326.88,0.01,0.81622
8.0602,2.0424,306.42,-26,306.58,26.011,0.056446,0.0020267,0.056482,2.0563,9.9572,0.73571,43.796,-120.65,9.7946,0.010545,0.047845,1.6288e-4,0.0010885,26.285,0,48.329,0.092906,2.7445,2.2873,3.2727,0.93828,55363014,0,426.34,0.68017,0.68017,0.34158,0.10414,0.23445,0.0022106,0.0072399,4.295e-4,0,-5.9947e-5,0.01741,0.01747,1.2993e-7,0.032253,0.1397,0.015328,87.569,1.3293,NaN,-7.3104,663.52,326.87,0.01,0.81702
8.0702,2.0454,306.16,-25.965,306.32,25.976,0.056545,0.0020303,0.056582,2.0563,9.9498,0.7422,43.796,-120.65,9.7945,0.011207,0.047755,3.0901e-4,0.0010611,26.285,0,48.329,0.092906,2.7444,2.2873,3.2721,0.93753,55301476,0,425.42,0.68008,0.68008,0.34172,0.1041,0.23426,0.0023492,0.0075176,-4.2425e-4,0,-5.975e-5,0.0174,0.01746,4.6846e-7,0.032226,0.1397,0.015328,87.565,1.3192,NaN,-7.3303,663.25,326.86,0.01,0.81779
8.0802,2.0485,305.9,-25.93,306.06,25.941,0.056645,0.0020338,0.056681,2.0563,9.9424,0.74847,43.796,-120.65,9.7945,0.011903,0.047666,4.3977e-4,0.0010228,26.285,0,48.329,0.092906,2.7444,2.2873,3.2715,0.93677,5.524e7,0,424.51,0.67999,0.67999,0.34186,0.10405,0.23408,0.0024948,0.0080638,8.6726e-5,0,-5.9599e-5,0.01739,0.017449,9.5045e-7,0.032199,0.1397,0.015328,87.561,1.3112,NaN,-7.3502,662.98,326.84,0.01,0.81854
8.0902,2.0516,305.64,-25.895,305.8,25.906,0.056744,0.0020374,0.05678,2.0563,9.9349,0.75446,43.796,-120.65,9.7945,0.012604,0.047577,5.5637e-4,9.7725e-4,26.285,0,48.329,0.092906,2.7443,2.2873,3.2709,0.93602,55178688,0,423.6,0.6799,0.6799,0.342,0.104,0.2339,0.0026416,0.0088817,4.7203e-4,0,-5.9475e-5,0.01738,0.017439,1.5238e-6,0.032172,0.1397,0.015328,87.557,1.3053,NaN,-7.3701,662.72,326.83,0.01,0.81934
8.1002,2.0546,305.38,-25.86,305.54,25.871,0.056843,0.0020409,0.05688,2.0563,9.9273,0.7599,43.796,-120.65,9.7945,0.013262,0.047488,6.5804e-4,9.2815e-4,26.285,0,48.329,0.092906,2.7442,2.2873,3.2703,0.93526,55117436,0,422.69,0.67981,0.67981,0.34214,0.10395,0.23371,0.0027793,0.0094954,-9.0823e-5,0,-5.9368e-5,0.017369,0.017429,2.1352e-6,0.032144,0.1397,0.015328,87.553,1.3014,NaN,-7.3899,662.45,326.82,0.01,0.82011
8.1102,2.0577,305.12,-25.826,305.28,25.837,0.056942,0.0020445,0.056979,2.0563,9.9197,0.75554,43.796,-120.65,9.7945,0.012743,0.0474,6.425e-4,9.5654e-4,26.285,0,48.329,0.092906,2.7442,2.2873,3.27,0.93451,55056200,0,421.79,0.67971,0.67972,0.34228,0.10391,0.23353,0.0026701,0.0089759,-2.8203e-4,0,-5.9312e-5,0.017359,0.017418,2.039e-6,0.032117,0.1397,0.015328,87.549,1.2996,NaN,-7.4098,662.19,326.81,0.01,0.82087
8.1202,2.0607,304.87,-25.792,305.03,25.803,0.057041,0.002048,0.057078,2.0562,9.9122,0.75098,43.796,-120.65,9.7945,0.012162,0.047312,6.218e-4,9.8649e-4,26.285,0,48.329,0.092906,2.7441,2.2873,3.2698,0.93375,54995060,0,420.88,0.67962,0.67963,0.34242,0.10386,0.23335,0.0025478,0.0081119,-2.4664e-4,0,-5.9243e-5,0.017349,0.017408,1.913e-6,0.03209,0.1397,0.015328,87.545,1.2998,NaN,-7.4296,661.92,326.8,0.01,0.82175
8.1302,2.0638,304.61,-25.757,304.77,25.768,0.05714,0.0020515,0.057177,2.0562,9.9047,0.74625,43.796,-120.65,9.7945,0.011522,0.047224,5.9512e-4,0.0010171,26.285,0,48.329,0.092906,2.7441,2.2873,3.2696,0.933,54934014,0,419.98,0.67954,0.67954,0.34256,0.10381,0.23316,0.0024135,0.0083581,8.8539e-5,0,-5.9166e-5,0.017338,0.017398,1.7553e-6,0.032063,0.1397,0.015328,87.54,1.302,NaN,-7.4494,661.66,326.78,0.01,0.82252
8.1402,2.0668,304.35,-25.723,304.51,25.734,0.057239,0.002055,0.057276,2.0562,9.8973,0.7414,43.796,-120.65,9.7945,0.010832,0.047137,5.6026e-4,0.0010489,26.285,0,48.329,0.092906,2.7441,2.2873,3.2694,0.93225,54873063,0,419.08,0.67945,0.67945,0.3427,0.10377,0.23298,0.0022685,0.0076753,-3.7585e-4,0,-5.9083e-5,0.017328,0.017387,1.5583e-6,0.032036,0.1397,0.015328,87.536,1.3062,NaN,-7.4692,661.39,326.77,0.01,0.82328
8.1502,2.0698,304.09,-25.689,304.25,25.7,0.057338,0.0020585,0.057375,2.0561,9.8899,0.7375,43.796,-120.65,9.7945,0.010176,0.04705,5.3637e-4,0.0010721,26.285,0,48.329,0.092906,2.744,2.2873,3.2692,0.9315,54812215,0,418.19,0.67936,0.67936,0.34284,0.10372,0.2328,0.0021308,0.0072148,-5.0062e-4,0,-5.8992e-5,0.017318,0.017377,1.4306e-6,0.032009,0.1397,0.015328,87.532,1.3124,NaN,-7.489,661.13,326.76,0.01,0.82404
8.1602,2.0729,303.84,-25.654,304,25.666,0.057437,0.002062,0.057474,2.0561,9.8824,0.77384,43.796,-120.65,9.7945,0.014395,0.046963,0.0010264,6.5003e-4,26.285,0,48.329,0.092906,2.7438,2.2873,3.2676,0.93075,54751805,0,417.3,0.67927,0.67927,0.34297,0.10367,0.23262,0.0030146,0.0096734,4.376e-4,0,-5.8714e-5,0.017308,0.017366,5.2478e-6,0.031982,0.1397,0.015328,87.528,1.3203,NaN,-7.5087,660.87,326.75,0.01,0.84031
8.1702,2.0759,303.58,-25.619,303.74,25.632,0.057536,0.0020655,0.057573,2.056,9.8745,0.80948,43.796,-120.65,9.7945,0.020491,0.046877,0.0011894,3.6763e-4,26.285,0,48.329,0.092906,2.7435,2.2873,3.2656,0.93001,54691491,0,416.41,0.67918,0.67918,0.34311,0.10363,0.23244,0.0042918,0.013594,3.8514e-4,0,-5.8514e-5,0.017297,0.017356,7.0579e-6,0.031955,0.1397,0.015328,87.523,1.3299,NaN,-7.5285,660.6,326.74,0.01,0.84115
8.1802,2.079,303.32,-25.584,303.48,25.598,0.057634,0.002069,0.057672,2.056,9.8662,0.84418,43.796,-120.65,9.7944,0.027085,0.046792,0.001273,2.0128e-4,26.285,0,48.329,0.092906,2.7432,2.2873,3.2634,0.92927,54631272,0,415.53,0.67909,0.6791,0.34325,0.10358,0.23226,0.005674,0.018959,1.196e-4,0,-5.8359e-5,0.017287,0.017346,8.0984e-6,0.031928,0.1397,0.015328,87.519,1.341,NaN,-7.5482,660.34,326.72,0.01,0.84205
8.1902,2.082,303.07,-25.549,303.23,25.564,0.057733,0.0020725,0.05777,2.0559,9.8576,0.87773,43.796,-120.65,9.7944,0.033732,0.046706,0.0013436,9.3239e-5,26.285,0,48.329,0.092906,2.7429,2.2873,3.2613,0.92853,54571148,0,414.65,0.67901,0.67901,0.34339,0.10354,0.23208,0.0070677,0.022795,-3.4876e-4,0,-5.823e-5,0.017277,0.017335,9.0366e-6,0.031901,0.1397,0.015328,87.514,1.3536,NaN,-7.5679,660.07,326.71,0.01,0.84292
8.2002,2.085,302.81,-25.514,302.97,25.53,0.057831,0.002076,0.057869,2.0559,9.8487,0.90781,43.796,-120.65,9.7944,0.039817,0.046622,0.0014181,1.8543e-5,26.285,0,48.329,0.092906,2.7426,2.2873,3.2592,0.92779,54511100,0,413.77,0.67892,0.67892,0.34353,0.10349,0.2319,0.0083442,0.027417,-4.2086e-4,0,-5.8128e-5,0.017267,0.017325,1.0084e-5,0.031874,0.1397,0.015328,87.509,1.3674,NaN,-7.5876,659.81,326.7,0.01,0.84381
8.2102,2.088,302.56,-25.482,302.72,25.497,0.05793,0.0020795,0.057967,2.0558,9.8399,0.85488,43.796,-120.65,9.7944,0.029055,0.046537,0.001483,6.0947e-5,26.285,0,48.329,0.092906,2.743,2.2873,3.2618,0.92704,5.445e7,0,412.88,0.67883,0.67883,0.34366,0.10345,0.23172,0.0060851,0.01998,-2.2676e-4,0,-5.8415e-5,0.017257,0.017315,1.1047e-5,0.031848,0.1397,0.015328,87.504,1.3824,NaN,-7.6073,659.55,326.69,0.01,0.84458
8.2202,2.0911,302.3,-25.451,302.46,25.463,0.058028,0.0020829,0.058066,2.0558,9.8316,0.80176,43.796,-120.65,9.7944,0.018243,0.046452,0.001521,1.5939e-4,26.285,0,48.329,0.092906,2.7434,2.2873,3.2643,0.92629,5.439e7,0,412,0.67874,0.67874,0.3438,0.1034,0.23154,0.0038182,0.012475,1.0895e-5,0,-5.8544e-5,0.017246,0.017305,1.1641e-5,0.031821,0.1397,0.015328,87.498,1.3983,NaN,-7.6269,659.29,326.68,0.01,0.84541
8.2302,2.0941,302.05,-25.42,302.21,25.431,0.058126,0.0020864,0.058164,2.0557,9.8238,0.7488,43.796,-120.65,9.7944,0.0077069,0.046367,0.001458,5.3773e-4,26.285,0,48.329,0.092906,2.7437,2.2873,3.2668,0.92554,54329392,0,411.11,0.67866,0.67866,0.34394,0.10335,0.23136,0.0016121,0.0050137,4.458e-4,0,-5.8579e-5,0.017236,0.017295,1.0714e-5,0.031794,0.1397,0.015328,87.493,1.4153,NaN,-7.6466,659.02,326.67,0.01,0.84619
8.2402,2.0971,301.8,-25.388,301.95,25.398,0.058225,0.0020899,0.058262,2.0556,9.8166,0.69633,43.796,-120.65,9.7944,0.0050619,0.046282,-0.0011169,0.0010851,26.285,0,48.329,0.092906,2.7437,2.2873,3.2671,0.92479,54269009,0,410.23,0.67857,0.67857,0.34408,0.10331,0.23118,0.0010586,0.0034352,4.0742e-5,0,-5.856e-5,0.017226,0.017284,-6.298e-6,0.031767,0.1397,0.015328,87.487,1.4331,NaN,-7.6662,658.76,326.65,0.01,0.84699
8.2502,2.1001,301.54,-25.357,301.7,25.365,0.058323,0.0020933,0.05836,2.0556,9.8099,0.64576,43.796,-120.65,9.7944,0.014814,0.046197,-0.0014688,4.6356e-4,26.285,0,48.329,0.092906,2.7433,2.2873,3.2641,0.92404,54208730,0,409.36,0.67848,0.67848,0.34422,0.10326,0.231,0.003099,0.010062,3.5668e-4,0,-5.8503e-5,0.017216,0.017274,-1.091e-5,0.031741,0.1397,0.015328,87.482,1.4517,NaN,-7.6858,658.5,326.64,0.01,0.84775
8.2602,2.1031,301.29,-25.324,301.45,25.332,0.058421,0.0020968,0.058458,2.0555,9.8035,0.64119,43.796,-120.65,9.7944,0.015668,0.046113,-0.0014666,3.6587e-4,26.285,0,48.329,0.092906,2.7432,2.2873,3.2635,0.9233,54148932,0,408.49,0.6784,0.6784,0.34436,0.10322,0.23082,0.0032774,0.010208,2.5608e-4,0,-5.8219e-5,0.017205,0.017264,-1.0896e-5,0.031714,0.1397,0.015328,87.476,1.471,NaN,-7.7054,658.24,326.63,0.01,0.84852
8.2702,2.1062,301.03,-25.291,301.19,25.299,0.058519,0.0021002,0.058556,2.0555,9.7971,0.63721,43.796,-120.65,9.7944,0.016468,0.046029,-0.0014558,2.7759e-4,26.285,0,48.329,0.092906,2.7432,2.2873,3.2629,0.92256,54089226,0,407.62,0.67831,0.67831,0.3445,0.10317,0.23065,0.0034444,0.010982,-4.5935e-4,0,-5.8014e-5,0.017195,0.017253,-1.0754e-5,0.031687,0.1397,0.015328,87.471,1.4907,NaN,-7.725,657.98,326.62,0.01,0.84941
8.2802,2.1092,300.78,-25.259,300.94,25.267,0.058616,0.0021037,0.058654,2.0554,9.7907,0.63385,43.796,-120.65,9.7943,0.0172,0.045946,-0.001437,1.9863e-4,26.285,0,48.329,0.092906,2.7431,2.2873,3.2624,0.92182,5.403e7,0,406.76,0.67823,0.67823,0.34463,0.10313,0.23047,0.0035974,0.012002,-4.9976e-4,0,-5.7855e-5,0.017185,0.017243,-1.0496e-5,0.031661,0.1397,0.015328,87.466,1.5107,NaN,-7.7445,657.71,326.61,0.01,0.85019
8.2902,2.1122,300.53,-25.226,300.69,25.234,0.058714,0.0021072,0.058752,2.0554,9.7844,0.63114,43.796,-120.65,9.7943,0.017854,0.045863,-0.0014115,1.2687e-4,26.285,0,48.329,0.092906,2.743,2.2873,3.2618,0.92109,53970872,0,405.9,0.67814,0.67814,0.34477,0.10308,0.23029,0.0037338,0.011709,-1.5447e-4,0,-5.7722e-5,0.017175,0.017233,-1.0143e-5,0.031634,0.1397,0.015328,87.461,1.5309,NaN,-7.7641,657.46,326.59,0.01,0.85095
8.3002,2.1152,300.28,-25.194,300.44,25.202,0.058812,0.0021106,0.05885,2.0553,9.7781,0.62874,43.796,-120.65,9.7943,0.018492,0.045781,-0.0013818,6.1762e-5,26.285,0,48.329,0.092906,2.7429,2.2873,3.2613,0.92035,53912523,0,405.05,0.67806,0.67806,0.34491,0.10304,0.23012,0.0038668,0.013077,-3.7772e-4,0,-5.7607e-5,0.017165,0.017223,-9.7364e-6,0.031608,0.1397,0.015328,87.456,1.5511,NaN,-7.7836,657.21,326.58,0.01,0.85181
8.3102,2.1182,300.03,-25.162,300.19,25.17,0.05891,0.0021141,0.058948,2.0553,9.7719,0.61422,43.796,-120.65,9.7943,0.021676,0.045698,-0.0013446,3.6999e-5,26.285,0,48.329,0.092906,2.7428,2.2873,3.2601,0.91961,53854149,0,404.2,0.67797,0.67797,0.34504,0.10299,0.22994,0.0045328,0.015042,-9.6146e-6,0,-5.756e-5,0.017155,0.017212,-9.2345e-6,0.031581,0.1397,0.015328,87.451,1.5713,NaN,-7.8031,656.97,326.57,0.01,0.85339
8.3202,2.1212,299.77,-25.13,299.93,25.138,0.059007,0.0021175,0.059045,2.0552,9.7658,0.60057,43.796,-120.65,9.7943,0.024693,0.045616,-0.001302,1.9102e-5,26.285,0,48.329,0.092906,2.7426,2.2873,3.2589,0.91888,53795862,0,403.35,0.67789,0.67789,0.34518,0.10295,0.22976,0.0051639,0.017062,-3.2749e-6,0,-5.7492e-5,0.017145,0.017202,-8.6743e-6,0.031555,0.1397,0.015328,87.446,1.5912,NaN,-7.8226,656.72,326.56,0.01,0.85495
8.3302,2.1242,299.52,-25.099,299.68,25.106,0.059105,0.002121,0.059143,2.0552,9.7599,0.58785,43.796,-120.65,9.7943,0.027523,0.045535,-0.0012529,6.3504e-6,26.285,0,48.329,0.092906,2.7424,2.2873,3.2578,0.91814,53737662,0,402.51,0.6778,0.67781,0.34532,0.1029,0.22959,0.0057558,0.018724,-2.7952e-4,0,-5.7412e-5,0.017135,0.017192,-8.0452e-6,0.031528,0.1397,0.015328,87.442,1.6106,NaN,-7.8421,656.47,326.55,0.01,0.85647
8.3402,2.1272,299.27,-25.067,299.43,25.074,0.059202,0.0021244,0.05924,2.0551,9.7541,0.57615,43.796,-120.65,9.7943,0.030146,0.045453,-0.0011988,-3.8407e-6,26.285,0,48.329,0.092906,2.7423,2.2873,3.2567,0.91741,5.368e7,0,401.66,0.67772,0.67772,0.34545,0.10286,0.22941,0.0063043,0.020869,4.2008e-4,0,-5.7325e-5,0.017125,0.017182,-7.3778e-6,0.031502,0.1397,0.015328,87.438,1.6296,NaN,-7.8615,656.23,326.53,0.01,0.85799
8.3502,2.1302,299.02,-25.036,299.18,25.042,0.0593,0.0021279,0.059338,2.0551,9.7484,0.56588,43.796,-120.65,9.7943,0.032471,0.045372,-0.0011402,-1.264e-5,26.285,0,48.329,0.092906,2.7422,2.2873,3.2557,0.91667,53621527,0,400.82,0.67764,0.67764,0.34559,0.10281,0.22924,0.0067906,0.022008,-4.394e-4,0,-5.7231e-5,0.017115,0.017172,-6.6847e-6,0.031475,0.1397,0.015328,87.433,1.6479,NaN,-7.881,655.98,326.52,0.01,0.85951
8.3602,2.1331,298.77,-25.003,298.93,25.01,0.059397,0.0021313,0.059435,2.0551,9.7427,0.5707,43.796,-120.65,9.7943,0.03168,0.045291,-0.0010796,-4.4913e-5,26.285,0,48.329,0.092906,2.7421,2.2873,3.2556,0.91594,53563715,0,399.98,0.67755,0.67756,0.34572,0.10277,0.22906,0.006624,0.021461,-1.4956e-4,0,-5.7069e-5,0.017105,0.017162,-6.0039e-6,0.031449,0.1397,0.015328,87.429,1.6654,NaN,-7.9004,655.73,326.51,0.01,0.86101
8.3702,2.1361,298.52,-24.971,298.68,24.978,0.059495,0.0021348,0.059533,2.055,9.737,0.57639,43.796,-120.65,9.7943,0.030716,0.045211,-0.0010207,-7.723e-5,26.285,0,48.329,0.092906,2.7421,2.2873,3.2555,0.91521,53505989,0,399.15,0.67747,0.67747,0.34586,0.10272,0.22889,0.0064215,0.020778,-3.3373e-4,0,-5.6933e-5,0.017095,0.017151,-5.3756e-6,0.031423,0.1397,0.015328,87.426,1.682,NaN,-7.9198,655.49,326.5,0.01,0.86257
8.3802,2.1391,298.27,-24.939,298.43,24.946,0.059592,0.0021383,0.05963,2.055,9.7312,0.5829,43.796,-120.65,9.7943,0.029593,0.045131,-9.62e-4,-1.1071e-4,26.285,0,48.329,0.092906,2.7421,2.2873,3.2555,0.91448,53448349,0,398.31,0.67739,0.67739,0.34599,0.10268,0.22872,0.0061858,0.019647,4.951e-4,0,-5.6812e-5,0.017085,0.017141,-4.7828e-6,0.031396,0.1397,0.015328,87.422,1.6976,NaN,-7.9392,655.24,326.49,0.01,0.86417
8.3902,2.1421,298.02,-24.907,298.18,24.914,0.059689,0.0021417,0.059727,2.055,9.7254,0.59017,43.796,-120.65,9.7942,0.028325,0.045051,-9.0413e-4,-1.4668e-4,26.285,0,48.329,0.092906,2.7421,2.2873,3.2554,0.91376,53390796,0,397.48,0.67731,0.67731,0.34613,0.10263,0.22854,0.0059198,0.019611,2.7248e-4,0,-5.67e-5,0.017075,0.017131,-4.2317e-6,0.03137,0.1397,0.015328,87.419,1.7121,NaN,-7.9586,654.99,326.48,0.01,0.86574
8.4002,2.1451,297.77,-24.876,297.93,24.883,0.059786,0.0021452,0.059825,2.055,9.7194,0.59765,43.796,-120.65,9.7942,0.027018,0.044971,-8.467e-4,-1.8223e-4,26.285,0,48.329,0.092906,2.7421,2.2873,3.2555,0.91303,53333324,0,396.66,0.67723,0.67723,0.34626,0.10259,0.22837,0.0056456,0.018718,-2.5444e-4,0,-5.6595e-5,0.017065,0.017121,-3.7174e-6,0.031344,0.1397,0.015328,87.416,1.7252,NaN,-7.978,654.75,326.46,0.01,0.86728
8.4102,2.148,297.53,-24.844,297.68,24.851,0.059883,0.0021487,0.059922,2.0549,9.7135,0.58791,43.796,-120.65,9.7942,0.02908,0.044892,-7.9828e-4,-1.6875e-4,26.285,0,48.329,0.092906,2.742,2.2873,3.2546,0.9123,53275776,0,395.83,0.67714,0.67715,0.3464,0.10255,0.2282,0.0060763,0.019385,2.4003e-4,0,-5.6578e-5,0.017055,0.017111,-3.3099e-6,0.031317,0.1397,0.015328,87.413,1.7369,NaN,-7.9973,654.5,326.45,0.01,0.86874
8.4202,2.151,297.28,-24.813,297.44,24.82,0.05998,0.0021521,0.060019,2.0549,9.7077,0.57904,43.796,-120.65,9.7942,0.03094,0.044813,-7.4545e-4,-1.5787e-4,26.285,0,48.329,0.092906,2.7419,2.2873,3.2537,0.91157,53218314,0,395,0.67706,0.67707,0.34654,0.1025,0.22803,0.0064648,0.020662,4.6011e-4,0,-5.6527e-5,0.017045,0.017101,-2.8911e-6,0.031291,0.1397,0.015328,87.41,1.7473,NaN,-8.0167,654.26,326.44,0.01,0.87027
8.4302,2.154,297.03,-24.782,297.19,24.789,0.060077,0.0021556,0.060116,2.0549,9.702,0.57109,43.796,-120.65,9.7942,0.032586,0.044734,-6.8959e-4,-1.4911e-4,26.285,0,48.329,0.092906,2.7418,2.2873,3.2529,0.91085,53160937,0,394.18,0.67698,0.67698,0.34667,0.10246,0.22785,0.0068085,0.021927,1.9978e-4,0,-5.6455e-5,0.017035,0.017091,-2.4782e-6,0.031265,0.1397,0.015328,87.407,1.7562,NaN,-8.036,654.01,326.43,0.01,0.8718
8.4402,2.157,296.78,-24.751,296.94,24.758,0.060174,0.0021591,0.060213,2.0549,9.6964,0.56409,43.796,-120.65,9.7942,0.034009,0.044656,-6.3041e-4,-1.4112e-4,26.285,0,48.329,0.092906,2.7417,2.2873,3.2522,0.91012,53103644,0,393.35,0.6769,0.6769,0.3468,0.10241,0.22768,0.0071055,0.023269,9.4815e-5,0,-5.637e-5,0.017025,0.017081,-2.0745e-6,0.031239,0.1397,0.015328,87.405,1.7636,NaN,-8.0553,653.77,326.42,0.01,0.87328
8.4502,2.1599,296.53,-24.72,296.69,24.727,0.060271,0.0021626,0.06031,2.0549,9.6908,0.55788,43.796,-120.65,9.7942,0.035234,0.044578,-5.6837e-4,-1.346e-4,26.285,0,48.329,0.092906,2.7416,2.2873,3.2515,0.90939,53046435,0,392.53,0.67682,0.67682,0.34694,0.10237,0.22751,0.0073612,0.02379,-2.056e-4,0,-5.628e-5,0.017015,0.017071,-1.6891e-6,0.031213,0.1397,0.015328,87.403,1.7694,NaN,-8.0745,653.52,326.41,0.01,0.87475
8.4602,2.1629,296.29,-24.69,296.45,24.696,0.060368,0.0021661,0.060407,2.055,9.6853,0.54596,43.796,-120.65,9.7942,0.037588,0.0445,-5.0594e-4,-1.2173e-4,26.285,0,48.329,0.092906,2.7414,2.2873,3.2505,0.90867,52989249,0,391.72,0.67674,0.67674,0.34707,0.10233,0.22734,0.0078529,0.025697,1.81e-4,0,-5.6216e-5,0.017005,0.017061,-1.3407e-6,0.031187,0.1397,0.015328,87.401,1.7737,NaN,-8.0938,653.28,326.39,0.01,0.87622
8.4702,2.1659,296.04,-24.659,296.2,24.665,0.060465,0.0021696,0.060504,2.055,9.6799,0.53514,43.796,-120.65,9.7942,0.039696,0.044422,-4.3911e-4,-1.1152e-4,26.285,0,48.329,0.092906,2.7413,2.2873,3.2496,0.90794,52932148,0,390.9,0.67666,0.67666,0.34721,0.10228,0.22717,0.0082933,0.026508,-4.8239e-4,0,-5.6137e-5,0.016995,0.017052,-1.0116e-6,0.031161,0.1397,0.015328,87.399,1.7765,NaN,-8.1131,653.03,326.38,0.01,0.87769
8.4802,2.1688,295.79,-24.629,295.95,24.634,0.060561,0.0021731,0.0606,2.055,9.6747,0.52546,43.796,-120.65,9.7942,0.041547,0.044344,-3.685e-4,-1.0367e-4,26.285,0,48.329,0.092906,2.7412,2.2873,3.2488,0.90722,52875130,0,390.08,0.67658,0.67658,0.34734,0.10224,0.227,0.0086797,0.028375,-3.4881e-4,0,-5.6047e-5,0.016986,0.017042,-7.1358e-7,0.031135,0.1397,0.015328,87.398,1.7776,NaN,-8.1323,652.79,326.37,0.01,0.87912
8.4902,2.1718,295.55,-24.598,295.71,24.603,0.060658,0.0021766,0.060697,2.055,9.6695,0.51695,43.796,-120.65,9.7942,0.043126,0.044267,-2.9385e-4,-9.7435e-5,26.285,0,48.329,0.092906,2.7411,2.2873,3.248,0.9065,52818196,0,389.27,0.6765,0.6765,0.34748,0.1022,0.22683,0.0090094,0.029596,-3.4874e-4,0,-5.5951e-5,0.016976,0.017032,-4.545e-7,0.031109,0.1397,0.015328,87.396,1.7773,NaN,-8.1515,652.55,326.36,0.01,0.88062
8.5002,2.1747,295.3,-24.567,295.46,24.573,0.060755,0.0021801,0.060794,2.0551,9.6644,0.51008,43.796,-120.65,9.7941,0.044335,0.04419,-2.165e-4,-9.2569e-5,26.285,0,48.329,0.092906,2.741,2.2873,3.2473,0.90578,52761350,0,388.46,0.67642,0.67642,0.34761,0.10215,0.22666,0.0092614,0.030348,-4.8754e-4,0,-5.585e-5,0.016966,0.017022,-2.4713e-7,0.031083,0.1397,0.015328,87.395,1.7753,NaN,-8.1707,652.3,326.35,0.01,0.88168
8.5102,2.1777,295.06,-24.536,295.21,24.542,0.060851,0.0021836,0.06089,2.0551,9.6593,0.52094,43.796,-120.65,9.7941,0.041778,0.044114,-1.3822e-4,-9.3419e-5,26.285,0,48.329,0.092906,2.741,2.2873,3.2477,0.90506,52704737,0,387.66,0.67634,0.67635,0.34774,0.10211,0.22649,0.0087252,0.028374,-1.9991e-4,0,-5.5667e-5,0.016956,0.017012,-1.0089e-7,0.031057,0.1397,0.015328,87.395,1.7719,NaN,-8.1899,652.06,326.34,0.01,0.88244
8.5202,2.1806,294.81,-24.505,294.97,24.511,0.060948,0.0021871,0.060987,2.0552,9.654,0.53275,43.796,-120.65,9.7941,0.038979,0.044038,-6.5473e-5,-9.4816e-5,26.285,0,48.329,0.092906,2.7411,2.2873,3.2481,0.90434,52648208,0,386.85,0.67626,0.67627,0.34788,0.10207,0.22632,0.0081388,0.026794,3.6744e-4,0,-5.5517e-5,0.016947,0.017002,-2.2677e-8,0.031031,0.1397,0.015328,87.394,1.7669,NaN,-8.2091,651.82,326.32,0.01,0.8832
